Edad,Ingreso_Anual,Puntuacion_Gasto,Indice_Ahorro,Historial_Credito,target_column
31,61088,23,17023,0.62,Estándar
44,97329,73,25068,0.75,Premium
24,55319,4,17752,0.58,Estándar
46,87141,10,26035,0.63,Estándar
45,75988,98,18510,0.67,Estándar
17,41760,97,8986,0.97,Bajo Perfil
26,58341,45,13937,0.55,Estándar
36,87817,58,20150,0.72,Estándar
36,70801,85,17675,0.68,Estándar
25,56900,78,11589,0.88,Estándar
44,91565,87,19445,0.45,Bajo Perfil
43,77853,59,16158,0.83,Estándar
37,71659,92,11482,0.56,Estándar
30,75348,57,19352,0.73,Estándar
52,85923,86,19828,0.58,Estándar
59,102971,38,25445,0.73,Estándar
34,73938,98,17406,0.75,Estándar
32,71148,74,16524,0.71,Estándar
45,108555,59,22149,0.61,Estándar
35,73840,28,16749,0.65,Estándar
38,72234,8,19632,0.56,Estándar
48,88594,80,18594,0.75,Estándar
17,54527,11,17890,0.69,Estándar
55,97024,4,24413,0.54,Estándar
40,78449,82,16570,0.49,Bajo Perfil
35,79833,6,17179,0.7,Estándar
38,74544,83,17065,0.41,Bajo Perfil
39,83244,48,19262,0.64,Estándar
19,36294,56,9153,0.63,Bajo Perfil
57,97500,76,24036,0.86,Premium
40,75598,46,15312,0.43,Bajo Perfil
45,76003,95,13572,0.62,Estándar
51,87471,10,22683,0.85,Premium
27,55341,33,14370,0.65,Estándar
45,104444,41,25892,0.78,Premium
36,77164,55,17001,0.88,Estándar
50,101610,5,23273,0.65,Estándar
14,46413,2,15836,0.78,Estándar
38,58804,34,13984,0.68,Estándar
32,69018,9,18577,0.74,Estándar
45,83318,98,13164,0.5,Bajo Perfil
45,74843,56,17622,0.96,Estándar
31,70144,67,17868,0.66,Estándar
31,51794,58,11449,0.66,Estándar
38,76869,43,16225,0.89,Estándar
29,61076,63,15921,0.87,Estándar
50,87911,73,22174,0.55,Estándar
35,80206,92,17054,0.43,Bajo Perfil
5,25963,33,10891,0.71,Bajo Perfil
35,74292,45,19128,0.44,Bajo Perfil
27,65926,79,13898,0.74,Estándar
20,56524,54,11211,0.89,Estándar
25,58405,76,15392,0.65,Estándar
41,74313,77,15747,0.72,Estándar
55,101708,4,24597,0.68,Estándar
43,90567,5,22645,0.42,Bajo Perfil
32,63115,88,16054,0.79,Estándar
45,91233,56,22378,0.71,Estándar
34,65842,60,13925,0.37,Bajo Perfil
31,73026,70,16158,0.76,Estándar
26,58334,18,16570,0.61,Estándar
18,38524,5,11087,0.73,Bajo Perfil
35,93346,63,18590,0.72,Estándar
41,82611,38,19742,0.79,Estándar
38,56890,76,15268,0.67,Estándar
35,65096,98,14255,0.69,Estándar
28,72899,9,21260,0.77,Estándar
47,97136,21,19403,0.82,Premium
24,65734,69,15254,0.82,Estándar
49,90779,41,18197,0.65,Estándar
27,66872,77,13707,0.65,Estándar
30,62821,22,13273,0.65,Estándar
22,55804,2,13756,0.73,Estándar
33,59192,93,12826,0.6,Estándar
51,94353,57,22280,0.67,Estándar
46,68529,81,15724,0.53,Estándar
51,95616,12,25685,0.46,Bajo Perfil
46,82050,27,19614,0.52,Estándar
26,60567,77,10897,0.72,Estándar
36,65093,47,14138,0.49,Bajo Perfil
30,64257,4,17229,0.75,Estándar
55,127500,97,26520,0.72,Estándar
25,55983,32,17076,0.66,Estándar
50,90129,21,21456,0.78,Premium
50,95891,18,23641,0.75,Estándar
61,87267,54,21295,0.42,Bajo Perfil
35,69333,18,18553,0.65,Estándar
48,91476,34,22040,0.74,Estándar
67,122067,69,23682,0.72,Estándar
32,76482,72,18480,0.47,Bajo Perfil
21,54656,45,13406,0.74,Estándar
17,36321,100,6412,0.55,Bajo Perfil
48,76941,34,18914,0.99,Estándar
17,53535,33,16001,0.72,Estándar
35,67595,14,18759,0.66,Estándar
45,89817,24,20858,0.39,Bajo Perfil
42,95018,80,21694,0.49,Bajo Perfil
45,89701,52,19620,0.41,Bajo Perfil
42,70600,2,19066,0.66,Estándar
55,105113,31,24101,0.5,Estándar
28,60036,88,16856,0.94,Estándar
31,55283,25,16918,0.44,Bajo Perfil
30,72738,59,15831,0.49,Bajo Perfil
49,96265,95,20834,0.48,Bajo Perfil
50,110266,94,17950,0.89,Premium
45,87761,77,19359,0.75,Premium
54,95285,70,22197,0.6,Estándar
25,60345,30,15176,0.98,Estándar
60,107710,15,27364,0.87,Premium
58,117332,90,25759,0.67,Estándar
48,92815,29,23127,0.62,Estándar
61,106288,80,21686,0.64,Estándar
20,51611,31,18483,0.93,Estándar
33,72029,31,16410,0.32,Bajo Perfil
31,68290,10,21255,1.0,Estándar
48,89730,93,19207,0.83,Premium
27,61246,12,15362,0.65,Estándar
49,88980,26,24687,0.71,Estándar
56,105958,98,19622,0.81,Premium
48,84627,54,18855,0.72,Estándar
43,78246,85,15848,0.32,Bajo Perfil
28,77709,70,17286,0.52,Estándar
29,59330,40,13940,0.57,Estándar
54,104176,35,25758,0.7,Estándar
49,80504,47,17276,0.83,Estándar
39,75734,87,18793,0.96,Estándar
34,78117,37,13552,0.37,Bajo Perfil
15,45622,89,10399,0.93,Estándar
27,47387,53,16835,0.44,Bajo Perfil
62,107833,51,24365,0.76,Premium
24,63505,65,15653,0.73,Estándar
42,73809,27,17989,0.94,Estándar
52,102006,97,18851,0.62,Estándar
24,58005,6,16360,0.74,Estándar
42,69882,83,16769,0.48,Bajo Perfil
51,102195,70,19370,0.74,Estándar
40,86170,60,16574,0.88,Premium
74,130277,79,25119,0.71,Estándar
19,50647,56,8885,0.8,Estándar
52,92157,36,21070,0.42,Bajo Perfil
37,73423,40,18925,0.77,Estándar
49,95164,40,21294,0.74,Estándar
45,95795,57,23343,0.85,Premium
31,70167,41,18021,0.64,Estándar
42,79807,42,19107,0.66,Estándar
17,42935,11,11984,0.69,Bajo Perfil
47,91480,1,23712,0.68,Estándar
43,82637,69,18154,0.64,Estándar
47,90349,27,21693,0.79,Premium
52,76775,16,15865,0.77,Estándar
44,79014,99,15023,0.7,Estándar
41,95374,32,19189,0.49,Bajo Perfil
29,67012,79,14788,0.75,Estándar
31,70664,17,17807,0.55,Estándar
54,104618,44,22131,0.68,Estándar
57,108365,28,22091,0.78,Premium
37,76675,19,23060,0.74,Estándar
40,89480,70,19163,0.63,Estándar
29,67594,4,12992,0.75,Estándar
54,87165,99,17121,0.84,Premium
47,84928,58,19946,1.0,Estándar
63,109737,57,24324,0.55,Estándar
29,82420,54,16755,0.71,Estándar
35,73446,24,18209,0.51,Estándar
42,93915,1,23471,0.93,Premium
47,88753,80,18294,0.66,Estándar
37,78223,98,16999,0.44,Bajo Perfil
29,63979,79,11540,0.94,Estándar
50,90846,70,18354,0.47,Bajo Perfil
48,84702,59,21424,0.52,Estándar
29,63488,48,15392,0.71,Estándar
56,97754,68,19600,0.63,Estándar
54,102159,20,21412,0.58,Estándar
41,78048,59,20298,0.69,Estándar
40,86616,18,23144,0.64,Estándar
46,82511,44,18641,0.59,Estándar
29,62676,15,16325,0.93,Estándar
40,77678,75,18510,0.58,Estándar
14,38102,9,13378,0.83,Bajo Perfil
50,101421,67,23484,0.8,Premium
21,37578,70,7163,0.9,Bajo Perfil
58,91930,24,23791,0.52,Estándar
36,71425,10,22910,0.53,Estándar
37,90962,59,15766,0.53,Estándar
32,70839,53,16982,0.54,Estándar
36,85654,91,18044,0.69,Estándar
57,114076,8,30007,0.55,Estándar
10,23754,39,9249,0.67,Bajo Perfil
55,102366,9,22435,0.57,Estándar
44,78984,37,21012,1.0,Estándar
25,49204,15,14724,0.82,Estándar
27,46963,13,14085,0.77,Estándar
60,102563,48,22479,0.6,Estándar
28,65837,46,16241,1.0,Estándar
26,64137,31,19265,0.51,Estándar
53,102301,63,20750,0.64,Estándar
44,78967,47,18590,0.86,Estándar
28,58447,47,15214,0.32,Bajo Perfil
42,74830,62,19054,0.63,Estándar
27,71293,12,19394,0.79,Estándar
53,104590,65,22079,0.74,Estándar
52,85477,6,19809,0.62,Estándar
46,91247,78,18182,0.83,Premium
44,77395,8,17558,0.58,Estándar
61,114541,60,21651,0.77,Premium
39,84529,36,20888,0.65,Estándar
25,34118,29,9978,0.92,Bajo Perfil
45,105396,7,27673,0.66,Estándar
65,126361,53,25202,0.8,Premium
27,54291,16,13976,0.6,Estándar
35,72151,67,16724,0.59,Estándar
44,91925,42,21644,0.77,Premium
39,62379,85,13950,0.89,Estándar
28,65304,14,16256,0.62,Estándar
53,103288,69,22619,0.64,Estándar
67,127622,46,25086,0.68,Estándar
42,75520,12,18001,0.49,Bajo Perfil
29,65879,24,17676,0.72,Estándar
21,59211,39,15670,0.93,Estándar
43,76906,61,17578,0.62,Estándar
53,104625,33,24982,0.85,Premium
45,79834,20,19030,0.68,Estándar
39,74175,45,17262,0.74,Estándar
32,54097,27,12456,0.47,Bajo Perfil
26,39465,97,9315,0.63,Bajo Perfil
50,101686,2,26460,0.75,Estándar
50,103601,74,22046,1.0,Premium
21,54811,42,14389,0.54,Estándar
59,100145,93,19863,0.69,Estándar
46,95268,2,20065,0.72,Estándar
56,105898,68,26590,0.99,Premium
23,58588,52,14973,0.52,Estándar
23,57817,16,17063,0.59,Estándar
38,71753,5,19661,0.81,Estándar
46,89785,88,19291,0.66,Estándar
61,108569,84,20624,0.79,Premium
48,93068,9,21453,0.63,Estándar
37,81561,95,21391,0.59,Estándar
27,55676,13,15560,0.49,Bajo Perfil
54,106903,73,23421,0.67,Estándar
28,62432,19,16625,0.52,Estándar
59,107361,11,25369,0.47,Bajo Perfil
36,72896,56,20251,0.69,Estándar
59,114457,63,24609,0.6,Estándar
48,90589,55,20080,0.6,Estándar
38,76107,22,15942,0.52,Estándar
33,82373,72,21137,0.68,Estándar
35,79161,12,19682,0.7,Estándar
45,96987,14,21915,0.82,Premium
40,93126,25,19411,0.86,Premium
32,70019,20,13946,0.61,Estándar
38,95902,65,20328,0.58,Estándar
40,83899,11,20232,0.9,Estándar
14,30441,98,8608,0.87,Bajo Perfil
45,83325,42,20089,0.75,Estándar
28,49161,32,11318,0.82,Estándar
26,68326,16,18107,0.65,Estándar
19,50256,49,15005,0.74,Estándar
18,43054,86,13280,0.77,Bajo Perfil
23,55941,79,12995,0.61,Estándar
31,65032,37,15243,0.79,Estándar
63,107533,78,23314,0.94,Premium
33,87050,24,21584,0.69,Estándar
42,84205,1,17331,0.65,Estándar
44,86701,20,21400,0.71,Estándar
41,80718,97,13729,0.61,Estándar
39,69155,91,13344,0.35,Bajo Perfil
25,43599,88,9539,0.56,Bajo Perfil
57,115606,68,25025,0.65,Estándar
61,107796,78,21947,0.76,Premium
19,30690,16,7040,0.33,Bajo Perfil
27,48727,94,7023,0.63,Estándar
36,78768,99,15970,0.67,Estándar
28,67550,14,16036,0.59,Estándar
46,85332,95,15935,0.99,Premium
31,75536,89,14443,0.62,Estándar
65,106302,65,24506,0.7,Estándar
54,113811,42,28097,0.68,Estándar
42,69701,87,16759,0.68,Estándar
52,102298,37,26050,0.47,Bajo Perfil
53,101460,96,20445,0.59,Estándar
33,76093,56,19038,0.5,Estándar
30,50895,97,7597,0.83,Estándar
40,77805,81,15944,0.9,Estándar
50,103390,74,21511,0.28,Bajo Perfil
41,72793,14,16660,0.73,Estándar
21,62969,36,15737,0.68,Estándar
30,49060,15,14101,0.34,Bajo Perfil
39,64841,75,13857,0.93,Estándar
39,71572,65,18741,0.66,Estándar
63,119608,26,25458,0.84,Premium
23,65775,12,17584,0.48,Bajo Perfil
46,83602,83,18742,0.59,Estándar
57,107273,37,24955,0.69,Estándar
67,130518,57,26738,0.56,Estándar
35,77385,96,11490,0.6,Estándar
45,104559,92,18580,0.48,Bajo Perfil
46,83849,82,19114,0.85,Estándar
42,93252,90,19691,0.83,Premium
38,70943,75,13754,0.84,Estándar
45,90305,34,24860,0.65,Estándar
9,34149,5,12152,0.73,Bajo Perfil
48,94838,93,16968,0.9,Premium
41,72627,43,19282,0.58,Estándar
37,71159,7,20174,0.44,Bajo Perfil
64,108480,61,24530,0.95,Premium
31,61418,88,13839,0.73,Estándar
35,71744,3,21275,1.0,Estándar
63,106557,68,20814,0.78,Premium
30,59113,18,14601,0.64,Estándar
33,74173,85,15026,0.79,Estándar
38,79579,97,17307,0.6,Estándar
50,108632,71,22134,1.0,Premium
42,84150,44,19081,0.77,Estándar
24,70048,71,16551,0.84,Estándar
33,57401,26,14315,0.7,Estándar
32,53030,69,13475,0.21,Bajo Perfil
39,75573,40,16185,0.9,Estándar
45,83875,75,16676,0.68,Estándar
45,81357,98,15256,0.94,Estándar
18,43596,29,10548,0.68,Bajo Perfil
52,103916,79,24818,0.53,Estándar
43,81017,39,17982,0.94,Estándar
56,109536,29,27112,0.75,Estándar
45,97426,62,25660,0.77,Premium
53,105542,64,20556,0.76,Premium
45,85792,81,17270,1.0,Premium
56,100578,15,27531,0.6,Estándar
46,99437,60,16293,0.66,Estándar
38,90337,43,23390,0.48,Bajo Perfil
67,122991,16,29148,0.75,Estándar
50,101455,34,22611,0.69,Estándar
46,93961,31,21871,0.74,Estándar
24,50794,18,15460,0.7,Estándar
24,56947,33,13858,1.0,Estándar
43,87382,98,16365,0.79,Premium
41,92470,46,18610,0.77,Premium
32,66787,82,12689,0.45,Bajo Perfil
41,72067,77,14614,0.64,Estándar
59,107327,28,23555,0.79,Premium
48,90526,94,21073,0.89,Premium
26,52992,64,16503,0.54,Estándar
38,85110,69,18344,0.68,Estándar
30,73737,76,16378,0.8,Estándar
35,52513,20,16947,0.68,Estándar
35,82697,88,16780,1.0,Estándar
34,73407,43,19219,0.67,Estándar
24,56844,57,16607,0.55,Estándar
38,81016,13,20110,0.63,Estándar
33,55553,23,15563,0.68,Estándar
4,22193,67,6910,0.48,Bajo Perfil
64,121465,42,31307,0.72,Estándar
53,103817,61,20510,0.45,Bajo Perfil
35,69780,44,15588,0.8,Estándar
40,80438,95,17750,0.81,Estándar
25,58597,90,8749,0.58,Estándar
60,113193,100,23210,0.71,Estándar
62,130415,81,24310,0.54,Estándar
41,69496,77,12560,0.92,Estándar
52,91255,31,23916,0.74,Estándar
42,83049,98,17456,0.41,Bajo Perfil
23,58240,28,17010,0.95,Estándar
35,72853,25,17716,0.64,Estándar
41,73771,20,18685,0.78,Estándar
34,74861,55,15956,0.66,Estándar
37,78134,89,18008,0.52,Estándar
38,78942,34,17676,0.9,Estándar
39,73946,64,16954,0.77,Estándar
40,83816,93,20167,0.79,Estándar
27,70008,17,20108,0.56,Estándar
31,73226,4,18895,0.68,Estándar
24,46915,61,12714,0.39,Bajo Perfil
51,88812,16,21392,0.66,Estándar
14,46960,22,13379,0.48,Bajo Perfil
53,94670,54,20612,0.59,Estándar
56,94070,79,19696,0.66,Estándar
36,69329,83,18488,0.81,Estándar
8,26517,33,8036,0.61,Bajo Perfil
35,70330,36,18522,0.44,Bajo Perfil
39,76985,14,18192,0.76,Estándar
27,46281,93,10204,0.81,Estándar
33,71357,77,17328,0.83,Estándar
58,110810,92,21254,0.71,Estándar
47,91650,6,19922,0.5,Estándar
28,66495,72,16101,0.75,Estándar
20,54235,99,10337,0.75,Estándar
36,64064,77,14374,0.6,Estándar
37,75321,86,14288,0.49,Bajo Perfil
45,90026,18,20737,0.94,Premium
33,71948,15,19478,0.42,Bajo Perfil
46,100298,1,29193,0.95,Premium
63,117766,34,27290,0.75,Premium
49,94050,37,19022,0.88,Premium
39,85399,7,24929,0.85,Premium
37,82779,40,21668,0.8,Estándar
35,73014,51,16198,0.84,Estándar
54,111526,39,26787,0.78,Premium
32,69463,48,15942,0.71,Estándar
40,75921,55,19150,0.67,Estándar
40,87449,85,15796,0.77,Premium
33,63837,78,13476,0.64,Estándar
23,66127,68,14874,0.77,Estándar
43,80709,93,15721,0.99,Estándar
39,70557,56,16538,0.86,Estándar
46,82883,73,18111,0.72,Estándar
33,75733,56,18348,0.58,Estándar
54,95821,62,21365,0.98,Premium
29,57355,4,17607,0.74,Estándar
60,107106,2,29760,0.51,Estándar
19,27284,77,10147,0.37,Bajo Perfil
45,97538,6,21393,0.61,Estándar
45,75908,82,15727,0.68,Estándar
30,74128,62,14154,0.66,Estándar
45,96883,8,22133,0.64,Estándar
55,107236,43,25266,0.72,Estándar
13,39725,99,6532,0.85,Bajo Perfil
46,88342,60,17592,0.89,Premium
10,48023,94,10334,0.68,Estándar
28,80262,61,18398,0.78,Estándar
59,92939,37,20663,0.74,Estándar
33,75323,91,17603,0.78,Estándar
25,55190,63,14899,0.59,Estándar
37,93050,46,22665,0.82,Premium
64,118146,11,28759,0.73,Estándar
18,41307,66,8792,0.82,Bajo Perfil
27,53614,71,9276,0.87,Estándar
57,105036,54,23566,0.6,Estándar
62,95880,84,17511,1.0,Premium
38,67783,50,16002,0.71,Estándar
25,45930,51,8268,0.78,Estándar
65,96401,90,20964,0.66,Estándar
59,113637,26,29239,0.74,Estándar
48,97850,34,18088,0.58,Estándar
30,72283,68,17072,0.45,Bajo Perfil
39,69967,56,17767,0.62,Estándar
38,80784,56,18632,0.75,Estándar
43,84309,61,14019,0.56,Estándar
57,97172,98,18487,0.72,Estándar
50,91783,66,22621,0.54,Estándar
27,49799,28,16329,0.71,Estándar
56,89917,56,20669,0.62,Estándar
43,77697,89,20682,0.93,Estándar
48,87025,34,20946,0.65,Estándar
57,112191,88,22281,0.65,Estándar
26,53383,11,17798,0.57,Estándar
39,86607,35,21337,0.78,Premium
33,78639,26,16105,0.6,Estándar
21,52865,99,10737,0.63,Estándar
44,82384,98,18335,0.6,Estándar
70,116930,26,26646,0.67,Estándar
17,38476,42,7981,0.78,Bajo Perfil
39,83940,59,20289,0.67,Estándar
47,97158,88,23736,0.64,Estándar
41,78795,90,18545,0.7,Estándar
38,78296,94,16351,0.77,Estándar
24,43925,88,8960,0.78,Bajo Perfil
42,78573,24,19028,0.89,Estándar
30,68058,59,15773,0.87,Estándar
13,34266,85,11376,0.63,Bajo Perfil
54,91167,94,21545,0.93,Premium
51,89284,30,20243,0.66,Estándar
40,68356,22,15732,0.62,Estándar
42,74563,72,16272,0.63,Estándar
52,104431,48,22992,0.77,Premium
42,94354,65,18458,0.72,Estándar
50,108534,66,27040,0.57,Estándar
36,72379,44,19452,0.65,Estándar
55,101506,45,24413,0.52,Estándar
43,90575,69,17268,0.76,Premium
42,72904,5,21454,0.69,Estándar
24,49560,78,9324,0.56,Estándar
43,78994,19,18352,0.65,Estándar
30,75929,2,23304,0.63,Estándar
32,64035,59,11426,0.62,Estándar
30,74654,51,16930,0.68,Estándar
27,54904,37,14931,0.8,Estándar
65,109033,72,21180,0.48,Bajo Perfil
55,116097,23,25364,0.56,Estándar
63,116022,37,25554,0.47,Bajo Perfil
25,51922,77,7070,0.62,Estándar
40,66305,6,17846,0.61,Estándar
24,51336,23,15411,0.8,Estándar
31,81165,79,15622,0.57,Estándar
28,59067,11,15370,0.67,Estándar
54,80751,90,15978,0.68,Estándar
35,69197,82,14166,0.78,Estándar
52,104389,2,25501,0.69,Estándar
47,88278,43,19664,0.76,Premium
67,124991,28,30851,0.92,Premium
22,56259,31,10512,0.84,Estándar
55,100435,45,20035,0.43,Bajo Perfil
53,93457,67,18730,0.56,Estándar
28,57692,92,10492,0.9,Estándar
52,94182,70,21800,0.82,Premium
44,73280,73,18699,0.82,Estándar
37,79299,67,17699,0.42,Bajo Perfil
30,59483,5,14942,0.87,Estándar
31,75422,58,18764,0.57,Estándar
64,126307,25,30893,0.68,Estándar
40,76666,47,20765,0.86,Estándar
49,93208,56,19359,0.97,Premium
30,60689,51,12775,0.62,Estándar
30,52692,37,14894,0.88,Estándar
52,93337,9,23189,0.72,Estándar
23,54475,69,16367,0.43,Bajo Perfil
35,76910,36,21469,0.93,Estándar
40,94463,100,19720,0.76,Premium
41,76508,57,12828,0.66,Estándar
37,68566,3,15862,0.84,Estándar
44,93110,2,23532,0.81,Premium
48,69991,97,14380,0.96,Estándar
48,83991,18,18747,0.59,Estándar
28,70965,74,16318,0.53,Estándar
36,66395,66,17673,0.61,Estándar
54,96666,4,23208,0.84,Premium
50,94925,67,19834,0.54,Estándar
23,59908,74,14857,1.0,Estándar
44,85631,73,19760,0.73,Estándar
16,43529,99,9273,0.67,Bajo Perfil
40,77214,76,13024,0.65,Estándar
62,110749,93,24720,0.52,Estándar
28,55254,4,17394,0.69,Estándar
29,55180,69,11658,0.81,Estándar
49,103536,79,21731,0.64,Estándar
21,46124,58,11905,0.67,Estándar
32,66273,70,15677,0.63,Estándar
47,98178,89,20764,0.63,Estándar
32,51423,85,7711,0.82,Estándar
37,63476,63,10455,0.54,Estándar
48,91709,71,22077,0.61,Estándar
45,87473,42,21755,0.63,Estándar
43,71921,23,20011,0.92,Estándar
35,57719,93,9118,0.82,Estándar
44,73991,33,18118,0.73,Estándar
38,79315,50,20253,0.56,Estándar
45,93686,50,23910,0.8,Premium
34,72450,94,17083,0.81,Estándar
37,60958,31,17292,0.55,Estándar
28,51729,6,12141,0.99,Estándar
39,76788,34,19359,0.66,Estándar
30,64881,30,16712,0.51,Estándar
26,54284,73,11711,0.65,Estándar
43,81501,77,20842,0.78,Estándar
42,85333,88,18471,0.54,Estándar
49,109597,66,24174,0.55,Estándar
34,79177,53,16227,0.67,Estándar
44,83053,89,14342,0.64,Estándar
46,87614,3,22854,0.62,Estándar
45,86572,28,17761,0.84,Premium
30,60395,10,17153,0.88,Estándar
41,91662,32,22659,0.53,Estándar
44,95950,49,20848,0.44,Bajo Perfil
40,81735,58,14522,0.59,Estándar
14,53075,21,11956,0.84,Estándar
41,77057,21,14670,1.0,Estándar
66,123076,69,27070,0.65,Estándar
35,82500,57,21386,0.72,Estándar
31,71320,51,18333,0.75,Estándar
44,99260,5,24391,0.67,Estándar
43,88705,81,20345,0.89,Premium
54,99577,64,22086,0.41,Bajo Perfil
24,47053,70,11368,0.62,Estándar
48,88439,100,18901,0.85,Premium
47,97370,9,24471,0.53,Estándar
38,85112,85,12470,0.56,Estándar
44,69878,89,14220,0.55,Estándar
52,93565,61,25034,0.37,Bajo Perfil
50,98711,43,23193,0.76,Premium
26,60522,84,11339,0.55,Estándar
49,87352,56,23574,0.96,Premium
39,90600,67,18643,0.54,Estándar
40,87162,22,20179,0.77,Premium
40,97543,40,25722,0.59,Estándar
38,74191,77,15912,0.52,Estándar
54,88471,8,22531,0.95,Premium
38,78137,63,21161,0.8,Estándar
26,75105,16,16105,0.77,Estándar
35,74013,77,18341,0.87,Estándar
42,87818,88,16187,1.0,Premium
54,104867,9,25210,0.82,Premium
47,80017,79,17622,0.71,Estándar
29,55865,38,14087,0.9,Estándar
69,119001,65,27008,0.73,Estándar
43,82315,99,14486,0.59,Estándar
55,110399,80,22377,0.44,Bajo Perfil
38,70861,48,18209,0.79,Estándar
46,69398,14,20284,0.96,Estándar
50,88062,46,21459,0.53,Estándar
54,97335,86,23064,0.81,Premium
52,108740,58,23293,0.74,Estándar
50,88465,7,19004,0.8,Premium
36,47486,26,16189,0.49,Bajo Perfil
33,61879,64,12776,0.78,Estándar
43,84616,8,18744,0.78,Estándar
51,77757,32,17816,0.63,Estándar
37,80164,1,21296,1.0,Estándar
52,101636,47,23231,0.52,Estándar
57,105625,41,22323,0.71,Estándar
29,67498,19,16906,0.6,Estándar
29,59767,33,16285,0.55,Estándar
38,71698,63,18121,0.51,Estándar
43,79476,11,20388,0.6,Estándar
33,66917,48,14759,0.75,Estándar
56,120105,20,26857,0.57,Estándar
45,81438,5,23793,0.95,Estándar
40,86096,77,21066,0.75,Estándar
22,45217,22,12546,0.61,Estándar
24,55819,93,13210,0.73,Estándar
43,83916,83,17584,0.81,Estándar
14,13821,6,8475,0.98,Bajo Perfil
52,98941,28,23980,0.61,Estándar
38,71322,8,18040,0.98,Estándar
78,123054,86,24281,0.75,Premium
67,122296,9,26218,0.51,Estándar
37,84032,99,18401,0.66,Estándar
38,77118,55,18291,0.79,Estándar
51,104753,70,23993,0.77,Premium
60,127107,44,28055,0.73,Estándar
20,49587,22,16286,0.88,Estándar
18,48805,74,8453,0.56,Estándar
32,70569,62,17603,0.77,Estándar
46,95687,7,24721,0.59,Estándar
45,81751,12,19385,0.52,Estándar
52,106415,54,23670,0.91,Premium
25,66031,28,14515,0.71,Estándar
12,40708,87,9133,0.54,Bajo Perfil
50,106923,37,26988,0.83,Premium
30,73511,38,19300,0.74,Estándar
15,33846,52,10063,0.95,Bajo Perfil
41,81756,78,17202,0.61,Estándar
49,100161,89,23993,0.68,Estándar
38,85525,60,21399,0.55,Estándar
34,50523,89,8202,0.84,Estándar
38,76140,98,14260,0.68,Estándar
35,82420,54,16818,0.59,Estándar
23,62773,24,15931,0.55,Estándar
31,54313,3,17350,0.76,Estándar
46,81606,19,17216,0.7,Estándar
43,87796,93,19171,0.69,Estándar
42,82099,16,18395,0.83,Estándar
28,60163,75,14159,0.84,Estándar
37,75820,15,20577,0.85,Estándar
13,37580,92,7680,0.51,Bajo Perfil
42,80330,53,14119,0.59,Estándar
57,110229,10,23206,0.49,Bajo Perfil
22,59360,32,12298,0.86,Estándar
32,68642,73,16018,0.6,Estándar
43,94924,58,19359,0.97,Premium
